texts;coherence_results;consistency_results;relevance_results;fluency_results;comments
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Charles and Camilla are going on a Christmas weekend. They are going to meet on Saturday.;5;1;2;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Charles and Camilla are going to visit the German markets this weekend. They're going to Birmingham and Manchester. They'll have sausages, beer and mulled wine.;5;1;2;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Charles and Camilla are going to visit the German markets in Birmingham and Manchester this weekend. They will try the mulled wine.;5;1;2;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Charles and Camilla are going to visit the German markets this weekend . They will visit Birmingham and Manchester both . Camilla is going to try the mulled wine .;5;1;2;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Camilla has work and errands on Saturday and shows on Saturday night. They are going to visit Birmingham and Manchester this weekend. Camilla will try the mulled wine.;5;2;2;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Charles and Camilla are going to visit the German markets this weekend.;4;1;1;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Charles and Camilla are going to visit the German markets in Birmingham and Manchester this weekend. They will have sausage, beer and mulled wine. Camilla will try the mulled white wine.;5;2;2;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Charles and Camilla are going to visit the German markets this weekend .;4;1;2;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Camilla and Charles are going to visit the German markets this weekend. They will have a day of nothingness on Saturday and a hangover on Sunday.;3;1;2;5;Any comments?
<br><br> Charles: What are you up to this weekend? <br><br> Camilla: Not much. Just some work and errands on Saturday, show Saturday night. Day of nothingness on Sundy. <br><br> Charles: Sounds good. We are going to visit the German markets this weekend. Birmingham and Manchester both. Sausage overload! <br><br> Camilla: Ooh, that sounds really good! <br><br> Charles: Allegedly there are Christmas things going on but I just go for the sausage and beer! <br><br> Camilla: What a shocker. <br><br> Charles: I know! <br><br> Camilla: I'll have to try to get there this year. I've not been for ages. <br><br> Charles: Oh, yeah, they are good. Try the mulled wine too. That's nice. <br><br> Camilla: Never had it. Is it served hot? <br><br> Charles: Yes, exactly. And lots of spices. Usually a red but sometimes they offer a mulled white. <br><br> Camilla: I'm good with red. <br><br> Charles: Inspired us to make our own at Christmas last year, but nobody else drank it. <br><br> Camilla: Bummer! <br><br> Charles: More for me! But oh the hangover. <br><br> Camilla: LOL! <br><br> Charles: Anyway, that's the plan. Hope you have fun. <br><br> Camilla: You too!  <br><br> Charles: Thanks! <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Charles is going to visit the German markets this weekend. He will go for sausage and beer. Camilla will try mulled wine.;5;4;2;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> derek and alyssa make fun of fergie's performance of the national anthem .;4;5;5;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Derek: I can fart bright stripes and bright stars better then she sings. I saw it last week… Alyssa: What do you think about it? Alyssa: The best part is that she acts like she nailed it.;2;5;2;4;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. Derek: This is not normal.;2;2;2;4;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Alyssa and Derek saw Fergie national national anthem .;4;5;3;4;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Slyssa saw Derek last week. Derek saw a job in a week.;3;1;1;3;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Derek saw Fergie's national anthem last week and liked it.;4;1;3;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Derek and Alyssa like Fergie's performance of the national anthem.;4;1;4;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Fergie ' s national anthem is Illuminati .;4;1;2;3;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Derek thinks Fergie's national anthem is funny and she acts like she nailed it.;4;4;4;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Derek doesn't like Fergie's national anthem. Alyssa thinks it's funny.;5;5;5;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Derek doesn't like Fergie's national anthem. Alyssa thinks she does a great job.;5;3;4;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Derek and Alyssa like Fergie's national anthem .;4;1;3;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Derek and Alyssa like Fergie's national anthem.;4;1;3;5;Any comments?
<br><br> Alyssa: Have you seen Fergie’s national anthem? Illuminati does a great job. <br><br> Derek: This is not normal. I saw it last week… <br><br> Alyssa: What do you think about it? <br><br> Derek: I can fart bright stripes and bright stars better then she sings. <br><br> Alyssa: The best part is that she acts like she nailed it. But at least it's funny in a good way. <br><br> Derek: It is 😂 <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Fergie's national anthem is funny. Derek and Alyssa think it's funny.;5;2;3;5;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> kamden hasn't used social media recently . he uses messenger only and wants to get mckinley's photographs .;5;5;5;5;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> I'm not big on social media use Mckinley: Hmm... Kamden: It helps me keep up with good friends Mckinley: But you always can open it and check my photos lol Mckinley: Yeah I use fb mostly to keep contact with people Kamden: It's true. But I spend zero time therecc Mckinley: Lol I'm not a phone selfie person Kamden: Thats a shame. Kamden: I haven't seen you in a while - i've mostly been off social media.;2;5;2;4;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden: Hey! Mckinley: Hi! Kamden: I haven't seen you in a while - i've mostly been off social media.;2;5;1;3;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden has been been off social media . Mckinley will let Mckinley have a little peek .;4;3;2;4;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamana is on her way to have a good time off. Kamin doesn't have seen it anymore.;1;1;1;3;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden uses chat on Facebook to keep up with good friends. Mckinley uses Facebook mostly to keep in touch with people.;4;5;2;4;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden doesn't use social media as much as he used to.;4;5;2;5;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden uses chat on fb to keep up with good friends . Mckinley uses Facebook too , which helps to keep contact with friends .;5;5;2;5;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden and Mckinley haven't seen each other for a while. Mckinley uses Facebook to keep in touch with friends.;5;5;2;5;Any comments?
<br><br> Kamden: Hey! <br><br> Mckinley: Hi! <br><br> Kamden: I haven't seen you in a while - i've mostly been off social media. Maybe you'll let me have a little peek? <br><br> Mckinley: You aren't on fb anymore? <br><br> Kamden: I use chat on fb. I'm not big on social media use <br><br> Mckinley: Hmm... <br><br> Kamden: It helps me keep up with good friends <br><br> Mckinley: But you always can open it and check my photos lol <br><br> Mckinley: Yeah I use fb mostly to keep contact with people <br><br> Kamden: It's true. But I guess it would be more enticing to get it from you. 😏 Yeah it's my main reason. But I spend zero time therecc <br><br> Mckinley: Lol I'm not a phone selfie person <br><br> Kamden: Thats a shame. Lol <br><br> Mckinley: Lol <br> -------------------------------------------------------------------------------------------------- <br><font color='blue'> Summary: </font> Kamden uses chat on Facebook to keep up with his friends. Mckinley uses Facebook mostly to keep in contact with people.;5;5;2;5;Any comments?
